OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount,OrderStatus,Company
O019,C197,P080,2025-01-13 02:14:36,7,74.83,Pending,
O019,C078,P012,2025-01-13 02:14:36,3,911.3399999999999,Pending,
O020,C050,P086,2025-01-13 01:03:03,1,153.44,Completed,Thomas Ltd
O020,C063,P033,2025-01-13 01:03:03,6,848.8199999999999,Completed,Thomas Ltd
O020,C027,P008,2025-01-13 01:03:03,4,515.52,Completed,Thomas Ltd
O020,C125,P012,2025-01-13 01:03:03,1,303.78,Completed,Thomas Ltd
O021,C111,P059,2025-01-07 21:07:54,10,2211.2,Pending,"Perry, Spencer and Graham"
O021,C078,P058,2025-01-07 21:07:54,7,1354.22,Pending,"Perry, Spencer and Graham"
O021,C018,P032,2025-01-07 21:07:54,6,1373.28,Pending,"Perry, Spencer and Graham"
O022,C012,P028,2025-01-13 17:59:05,3,223.5,Completed,Bradley-Ramirez
O022,C092,P042,2025-01-13 17:59:05,7,3336.6200000000003,Completed,Bradley-Ramirez
O022,C020,P067,2025-01-13 17:59:05,10,4411.5,Completed,Bradley-Ramirez
O023,C044,P022,2025-01-07 06:52:22,6,2787.48,Canceled,
O023,C150,P002,2025-01-07 06:52:22,3,1121.46,Canceled,
O024,C027,P025,2025-01-01 19:35:52,10,3082.9,Canceled,Simpson PLC
O025,C178,P091,2025-01-08 20:37:25,2,345.48,Canceled,Wong Ltd
O025,C053,P085,2025-01-08 20:37:25,2,61.14,Canceled,Wong Ltd
O025,C169,P090,2025-01-08 20:37:25,8,3400.56,Canceled,Wong Ltd
O026,C020,P016,2025-01-13 02:49:53,7,3014.41,Canceled,Delgado-Olson
O027,C024,P030,2025-01-13 14:56:16,10,1587.7,Completed,Ferguson Ltd
O028,C054,P050,2025-01-11 13:43:54,8,277.68,Canceled,"Thompson, Hess and Bowman"
O028,C143,P015,2025-01-11 13:43:54,10,3814.7000000000003,Canceled,"Thompson, Hess and Bowman"
O028,C081,P089,2025-01-11 13:43:54,7,1178.8,Canceled,"Thompson, Hess and Bowman"
O028,C002,P007,2025-01-11 13:43:54,10,3236.2,Canceled,"Thompson, Hess and Bowman"
O029,C185,P047,2025-01-07 19:07:08,9,1383.39,Canceled,Davis-Baker
O029,C016,P000,2025-01-07 19:07:08,6,1078.6200000000001,Canceled,Davis-Baker
O030,C110,P010,2025-01-09 01:07:48,10,276.8,Pending,Thompson and Sons
O030,C103,P069,2025-01-09 01:07:48,5,694.0,Pending,Thompson and Sons
O031,C064,P069,2025-01-13 08:01:32,3,416.40000000000003,Completed,James-Kim
O031,C093,P023,2025-01-13 08:01:32,4,1548.12,Completed,James-Kim
O032,C079,P081,2025-01-05 14:00:37,3,512.4300000000001,Canceled,Hoover Inc
O032,C097,P001,2025-01-05 14:00:37,6,1649.28,Canceled,Hoover Inc
O032,C119,P073,2025-01-05 14:00:37,5,1802.8999999999999,Canceled,Hoover Inc
O032,C082,P048,2025-01-05 14:00:37,2,677.96,Canceled,Hoover Inc
O033,C110,P033,2025-01-10 17:25:42,9,1273.23,Canceled,Anderson and Sons
O034,C069,P072,2025-01-03 19:27:55,7,2958.1299999999997,Canceled,"Lambert, Miller and Hoffman"
O034,C053,P068,2025-01-03 19:27:55,4,161.52,Canceled,"Lambert, Miller and Hoffman"
O034,C088,P009,2025-01-03 19:27:55,7,1577.03,Canceled,"Lambert, Miller and Hoffman"
O034,C090,P078,2025-01-03 19:27:55,2,814.16,Canceled,"Lambert, Miller and Hoffman"
O035,C079,P049,2025-01-11 19:23:41,6,2052.7799999999997,Pending,"Fields, Green and Robinson"
O035,C139,P065,2025-01-11 19:23:41,3,247.44,Pending,"Fields, Green and Robinson"
O035,C191,P016,2025-01-11 19:23:41,7,3014.41,Pending,"Fields, Green and Robinson"
O035,C144,P066,2025-01-11 19:23:41,5,2321.8,Pending,"Fields, Green and Robinson"
O036,C187,P002,2025-01-05 22:11:57,9,3364.38,Completed,Smith Group
O037,C009,P081,2025-01-14 02:48:15,6,1024.8600000000001,Pending,Jones PLC
O038,C048,P012,2025-01-09 23:39:43,9,2734.0199999999995,Pending,"Miller, Smith and Leblanc"
O038,C109,P003,2025-01-09 23:39:43,3,658.14,Pending,"Miller, Smith and Leblanc"
O038,C012,P071,2025-01-09 23:39:43,2,627.14,Pending,"Miller, Smith and Leblanc"
O038,C084,P093,2025-01-09 23:39:43,3,1099.98,Pending,"Miller, Smith and Leblanc"
O039,C159,P007,2025-01-04 09:20:56,3,970.86,Pending,Middleton LLC
O039,C114,P047,2025-01-04 09:20:56,7,1075.97,Pending,Middleton LLC
O039,C001,P023,2025-01-04 09:20:56,8,3096.24,Pending,Middleton LLC
O040,C101,P083,2025-01-11 19:18:48,5,1467.3500000000001,Canceled,"Ball, Gomez and Watson"
O040,C082,P060,2025-01-11 19:18:48,7,851.34,Canceled,"Ball, Gomez and Watson"
O041,C038,P079,2025-01-07 01:35:26,10,4554.9,Completed,"Andrade, Porter and Thompson"
O041,C016,P012,2025-01-07 01:35:26,6,1822.6799999999998,Completed,"Andrade, Porter and Thompson"
O041,C068,P001,2025-01-07 01:35:26,8,2199.04,Completed,"Andrade, Porter and Thompson"
O042,C098,P029,2025-01-09 15:28:05,6,2646.48,Completed,
O042,C013,P013,2025-01-09 15:28:05,4,791.96,Completed,
O042,C021,P099,2025-01-09 15:28:05,10,1094.7,Completed,
O042,C197,P065,2025-01-09 15:28:05,2,164.96,Completed,
O043,C164,P069,2025-01-06 16:44:46,10,1388.0,Canceled,"Williams, Baker and Fritz"
O043,C182,P004,2025-01-06 16:44:46,5,1456.5,Canceled,"Williams, Baker and Fritz"
O044,C146,P027,2025-01-13 10:17:42,9,2067.39,Completed,Burns Group
O044,C099,P023,2025-01-13 10:17:42,10,3870.2999999999997,Completed,Burns Group
O044,C078,P029,2025-01-13 10:17:42,2,882.16,Completed,Burns Group
O045,C077,P087,2025-01-05 18:28:50,6,1031.46,Pending,"Smith, Conley and Thompson"
O046,C055,P060,2025-01-09 14:58:23,4,486.48,Pending,Blake-Schneider
O046,C033,P008,2025-01-09 14:58:23,7,902.16,Pending,Blake-Schneider
O047,C143,P099,2025-01-01 02:41:21,4,437.88,Pending,Rogers Group
O047,C135,P096,2025-01-01 02:41:21,3,1248.3600000000001,Pending,Rogers Group
O048,C114,P059,2025-01-11 07:00:33,6,1326.72,Pending,Murray Inc
O048,C097,P071,2025-01-11 07:00:33,1,313.57,Pending,Murray Inc
O048,C092,P031,2025-01-11 07:00:33,8,2552.32,Pending,Murray Inc
O048,C194,P028,2025-01-11 07:00:33,7,521.5,Pending,Murray Inc
O049,C003,P004,2025-01-12 02:12:32,4,1165.2,Completed,"Johnson, Clark and Bush"
O049,C130,P081,2025-01-12 02:12:32,3,512.4300000000001,Completed,"Johnson, Clark and Bush"
O049,C144,P054,2025-01-12 02:12:32,3,756.24,Completed,"Johnson, Clark and Bush"
O049,C041,P030,2025-01-12 02:12:32,6,952.6200000000001,Completed,"Johnson, Clark and Bush"
O050,C134,P033,2025-01-07 10:03:58,7,990.29,Canceled,"Aguilar, Garcia and Brown"
O050,C017,P079,2025-01-07 10:03:58,5,2277.45,Canceled,"Aguilar, Garcia and Brown"
O050,C196,P065,2025-01-07 10:03:58,3,247.44,Canceled,"Aguilar, Garcia and Brown"
O051,C005,P049,2025-01-11 16:46:44,1,342.13,Pending,Ford-Singh
O051,C029,P048,2025-01-11 16:46:44,8,2711.84,Pending,Ford-Singh
O052,C112,P076,2025-01-10 01:03:50,3,1127.3700000000001,Pending,"Waters, Zuniga and Cain"
O052,C116,P091,2025-01-10 01:03:50,8,1381.92,Pending,"Waters, Zuniga and Cain"
O052,C088,P099,2025-01-10 01:03:50,5,547.35,Pending,"Waters, Zuniga and Cain"
O053,C184,P042,2025-01-13 10:31:05,2,953.32,Canceled,Salazar-Krause
O053,C124,P083,2025-01-13 10:31:05,2,586.94,Canceled,Salazar-Krause
O054,C077,P042,2025-01-08 02:03:04,1,476.66,Completed,
O054,C188,P099,2025-01-08 02:03:04,5,547.35,Completed,
O054,C076,P098,2025-01-08 02:03:04,10,4413.9,Completed,
O055,C190,P099,2025-01-01 13:36:06,9,985.23,Completed,Rhodes Inc
O055,C054,P005,2025-01-01 13:36:06,4,1554.08,Completed,Rhodes Inc
O055,C106,P094,2025-01-01 13:36:06,6,2375.88,Completed,Rhodes Inc
O056,C163,P073,2025-01-12 03:00:58,7,2524.06,Completed,
O056,C022,P075,2025-01-12 03:00:58,7,2531.5499999999997,Completed,
O056,C015,P001,2025-01-12 03:00:58,6,1649.28,Completed,
O056,C159,P028,2025-01-12 03:00:58,4,298.0,Completed,
O057,C186,P019,2025-01-07 23:15:25,7,992.9499999999999,Pending,Cook-Henry
O057,C000,P022,2025-01-07 23:15:25,9,4181.22,Pending,Cook-Henry
O058,C179,P070,2025-01-13 01:15:10,6,1049.46,Completed,"Charles, Hall and Dixon"
O058,C116,P020,2025-01-13 01:15:10,4,733.92,Completed,"Charles, Hall and Dixon"
O058,C041,P088,2025-01-13 01:15:10,10,1486.3999999999999,Completed,"Charles, Hall and Dixon"
O059,C034,P041,2025-01-05 05:39:48,10,4830.2,Completed,Coffey Group
O059,C152,P013,2025-01-05 05:39:48,5,989.95,Completed,Coffey Group
O059,C135,P076,2025-01-05 05:39:48,9,3382.11,Completed,Coffey Group
O060,C165,P015,2025-01-02 20:34:27,8,3051.76,Canceled,Mercado PLC
O061,C181,P097,2025-01-01 20:55:18,6,1122.72,Canceled,Phillips LLC
O061,C019,P037,2025-01-01 20:55:18,4,1933.88,Canceled,Phillips LLC
O062,C149,P000,2025-01-11 08:19:34,8,1438.16,Pending,Riggs PLC
O062,C102,P011,2025-01-11 08:19:34,4,203.6,Pending,Riggs PLC
O063,C076,P047,2025-01-09 02:58:47,3,461.13,Completed,
O063,C075,P072,2025-01-09 02:58:47,1,422.59,Completed,
O063,C194,P097,2025-01-09 02:58:47,9,1684.08,Completed,
O063,C007,P085,2025-01-09 02:58:47,4,122.28,Completed,
O064,C102,P015,2025-01-14 01:16:13,2,762.94,Canceled,Jenkins-Larsen
O064,C154,P014,2025-01-14 01:16:13,8,1363.68,Canceled,Jenkins-Larsen
O065,C195,P085,2025-01-13 19:12:42,1,30.57,Canceled,
O066,C023,P040,2025-01-08 19:43:46,4,461.8,Canceled,"Allen, Davis and Daniels"
O066,C035,P072,2025-01-08 19:43:46,2,845.18,Canceled,"Allen, Davis and Daniels"
O066,C063,P006,2025-01-08 19:43:46,3,1070.3700000000001,Canceled,"Allen, Davis and Daniels"
O066,C103,P001,2025-01-08 19:43:46,2,549.76,Canceled,"Allen, Davis and Daniels"
O067,C118,P091,2025-01-02 21:21:27,6,1036.44,Canceled,"Santana, Rollins and Rodriguez"
O068,C187,P026,2025-01-09 22:41:06,10,4477.900000000001,Canceled,Sanford LLC
O068,C139,P002,2025-01-09 22:41:06,5,1869.1,Canceled,Sanford LLC
O068,C057,P090,2025-01-09 22:41:06,4,1700.28,Canceled,Sanford LLC
O068,C089,P050,2025-01-09 22:41:06,1,34.71,Canceled,Sanford LLC
O069,C083,P025,2025-01-12 13:08:56,3,924.8700000000001,Canceled,Scott Inc
O069,C146,P008,2025-01-12 13:08:56,4,515.52,Canceled,Scott Inc
O069,C122,P050,2025-01-12 13:08:56,2,69.42,Canceled,Scott Inc
O069,C144,P049,2025-01-12 13:08:56,9,3079.17,Canceled,Scott Inc
O070,C048,P098,2025-01-03 07:34:56,1,441.39,Completed,
O070,C060,P084,2025-01-03 07:34:56,5,1863.25,Completed,
O071,C049,P045,2025-01-01 19:22:32,8,257.04,Pending,Hughes-Miller
O071,C115,P043,2025-01-01 19:22:32,2,843.3,Pending,Hughes-Miller
O071,C134,P041,2025-01-01 19:22:32,1,483.02,Pending,Hughes-Miller
O072,C099,P035,2025-01-12 07:31:28,6,81.36,Pending,"Carrillo, Aguilar and Williams"
O072,C089,P081,2025-01-12 07:31:28,5,854.05,Pending,"Carrillo, Aguilar and Williams"
O073,C101,P055,2025-01-08 02:28:18,8,1843.2,Canceled,"Lamb, Lee and Joyce"
O073,C018,P000,2025-01-08 02:28:18,4,719.08,Canceled,"Lamb, Lee and Joyce"
O073,C093,P058,2025-01-08 02:28:18,3,580.38,Canceled,"Lamb, Lee and Joyce"
O073,C024,P087,2025-01-08 02:28:18,2,343.82,Canceled,"Lamb, Lee and Joyce"
O074,C098,P003,2025-01-14 00:48:12,8,1755.04,Completed,Edwards-Shea
O074,C179,P015,2025-01-14 00:48:12,5,1907.3500000000001,Completed,Edwards-Shea
O074,C074,P027,2025-01-14 00:48:12,2,459.42,Completed,Edwards-Shea
O074,C152,P059,2025-01-14 00:48:12,7,1547.8400000000001,Completed,Edwards-Shea
O075,C096,P016,2025-01-05 18:49:28,8,3445.04,Pending,Allen-Robinson
O076,C182,P086,2025-01-04 04:14:25,3,460.32,Canceled,"Baker, Gregory and Raymond"
O076,C044,P004,2025-01-04 04:14:25,10,2913.0,Canceled,"Baker, Gregory and Raymond"
O077,C021,P064,2025-01-10 13:50:15,1,286.86,Pending,Rice Inc
O078,C160,P099,2025-01-07 19:51:32,10,1094.7,Completed,
O078,C157,P079,2025-01-07 19:51:32,7,3188.4300000000003,Completed,
O078,C000,P047,2025-01-07 19:51:32,5,768.5500000000001,Completed,
O079,C188,P015,2025-01-10 21:41:41,5,1907.3500000000001,Pending,Stanley LLC
O079,C089,P031,2025-01-10 21:41:41,4,1276.16,Pending,Stanley LLC
O079,C194,P054,2025-01-10 21:41:41,10,2520.8,Pending,Stanley LLC
O080,C091,P082,2025-01-01 18:47:53,9,683.28,Completed,"Ellis, Daniels and Griffin"
O081,C106,P071,2025-01-12 04:08:20,3,940.71,Pending,Walker and Sons
O081,C029,P067,2025-01-12 04:08:20,1,441.15,Pending,Walker and Sons
O081,C119,P037,2025-01-12 04:08:20,1,483.47,Pending,Walker and Sons
O082,C170,P078,2025-01-06 13:06:40,7,2849.56,Canceled,Garza-Mccarthy
O083,C172,P011,2025-01-08 02:45:17,4,203.6,Pending,Scott-Nguyen
O083,C046,P008,2025-01-08 02:45:17,3,386.64,Pending,Scott-Nguyen
O084,C147,P017,2025-01-02 18:42:53,10,2596.6000000000004,Pending,"Bell, Ward and Johnson"
O084,C122,P008,2025-01-02 18:42:53,1,128.88,Pending,"Bell, Ward and Johnson"
O084,C199,P096,2025-01-02 18:42:53,9,3745.08,Pending,"Bell, Ward and Johnson"
O085,C005,P070,2025-01-03 15:37:33,1,174.91,Pending,Wood-Dunn
O086,C116,P018,2025-01-02 16:49:35,8,2509.52,Pending,Booker-Ross
O087,C029,P045,2025-01-01 00:55:46,2,64.26,Canceled,Wright PLC
O087,C128,P042,2025-01-01 00:55:46,2,953.32,Canceled,Wright PLC
O087,C083,P004,2025-01-01 00:55:46,3,873.9000000000001,Canceled,Wright PLC
O088,C142,P014,2025-01-02 21:17:29,3,511.38,Pending,Perez-Harris
O089,C111,P028,2025-01-06 16:53:34,9,670.5,Completed,Stone-Meadows
O090,C061,P050,2025-01-10 06:46:41,9,312.39,Completed,"Williams, Martin and Delgado"
O091,C070,P055,2025-01-07 08:54:36,2,460.8,Canceled,"Ferguson, Wilson and Sanchez"
O091,C157,P018,2025-01-07 08:54:36,9,2823.21,Canceled,"Ferguson, Wilson and Sanchez"
O091,C051,P030,2025-01-07 08:54:36,7,1111.39,Canceled,"Ferguson, Wilson and Sanchez"
O091,C079,P025,2025-01-07 08:54:36,10,3082.9,Canceled,"Ferguson, Wilson and Sanchez"
O092,C092,P011,2025-01-02 14:19:11,8,407.2,Canceled,"Jackson, Goodman and Anderson"
O092,C172,P082,2025-01-02 14:19:11,9,683.28,Canceled,"Jackson, Goodman and Anderson"
O092,C056,P073,2025-01-02 14:19:11,7,2524.06,Canceled,"Jackson, Goodman and Anderson"
O092,C182,P018,2025-01-02 14:19:11,10,3136.9,Canceled,"Jackson, Goodman and Anderson"
O093,C198,P034,2025-01-11 17:17:38,4,1000.88,Completed,"Smith, Howell and Mathis"
O093,C003,P055,2025-01-11 17:17:38,10,2304.0,Completed,"Smith, Howell and Mathis"
O093,C199,P069,2025-01-11 17:17:38,5,694.0,Completed,"Smith, Howell and Mathis"
O093,C005,P023,2025-01-11 17:17:38,9,3483.2699999999995,Completed,"Smith, Howell and Mathis"
O094,C038,P067,2025-01-03 05:18:52,1,441.15,Canceled,"Oliver, Cook and Robinson"
O095,C018,P086,2025-01-09 02:01:44,3,460.32,Canceled,Evans-Walker
O095,C113,P027,2025-01-09 02:01:44,5,1148.55,Canceled,Evans-Walker
O096,C030,P009,2025-01-10 08:42:37,2,450.58,Canceled,"Berger, Gordon and Vazquez"
O096,C088,P069,2025-01-10 08:42:37,7,971.6000000000001,Canceled,"Berger, Gordon and Vazquez"
O097,C167,P086,2025-01-10 09:10:35,8,1227.52,Pending,Byrd-Owens
O097,C011,P075,2025-01-10 09:10:35,3,1084.9499999999998,Pending,Byrd-Owens
O098,C019,P085,2025-01-10 08:13:52,2,61.14,Completed,"Doyle, Strickland and Jackson"
O099,C176,P051,2025-01-14 00:46:39,2,178.52,Canceled,"Bell, Williams and Wu"
O099,C153,P015,2025-01-14 00:46:39,10,3814.7000000000003,Canceled,"Bell, Williams and Wu"
O099,C171,P012,2025-01-14 00:46:39,1,303.78,Canceled,"Bell, Williams and Wu"
O099,C095,P043,2025-01-14 00:46:39,10,4216.5,Canceled,"Bell, Williams and Wu"
O100,C131,P080,2025-01-05 14:50:42,1,10.69,Pending,Johnson Ltd
O100,C043,P070,2025-01-05 14:50:42,7,1224.37,Pending,Johnson Ltd
O101,C122,P039,2025-01-01 19:50:03,9,3461.67,Completed,Moore-Fitzpatrick
O101,C165,P064,2025-01-01 19:50:03,9,2581.7400000000002,Completed,Moore-Fitzpatrick
O101,C080,P006,2025-01-01 19:50:03,3,1070.3700000000001,Completed,Moore-Fitzpatrick
O102,C156,P019,2025-01-04 14:38:00,6,851.0999999999999,Pending,"Hayes, Hernandez and Myers"
O102,C062,P046,2025-01-04 14:38:00,9,920.07,Pending,"Hayes, Hernandez and Myers"
O103,C011,P055,2025-01-02 01:40:00,8,1843.2,Pending,Garcia Inc
O103,C101,P008,2025-01-02 01:40:00,7,902.16,Pending,Garcia Inc
O103,C169,P024,2025-01-02 01:40:00,10,4698.9,Pending,Garcia Inc
O104,C087,P024,2025-01-06 12:29:43,4,1879.56,Canceled,Daniels-Wiley
O104,C104,P028,2025-01-06 12:29:43,6,447.0,Canceled,Daniels-Wiley
O104,C040,P037,2025-01-06 12:29:43,7,3384.29,Canceled,Daniels-Wiley
O104,C053,P018,2025-01-06 12:29:43,7,2195.83,Canceled,Daniels-Wiley
O105,C061,P094,2025-01-12 08:33:59,7,2771.86,Completed,Flynn PLC
O106,C100,P074,2025-01-12 06:09:15,8,1774.32,Pending,Daniels and Sons
O107,C183,P058,2025-01-08 15:14:51,7,1354.22,Completed,"Young, Campbell and Martinez"
O108,C165,P088,2025-01-02 13:49:08,8,1189.12,Canceled,Fuentes-Campbell
O109,C090,P047,2025-01-09 00:20:05,10,1537.1000000000001,Completed,"Fox, Kelly and Ballard"
O109,C187,P010,2025-01-09 00:20:05,1,27.68,Completed,"Fox, Kelly and Ballard"
O109,C024,P077,2025-01-09 00:20:05,2,764.58,Completed,"Fox, Kelly and Ballard"
O109,C026,P064,2025-01-09 00:20:05,1,286.86,Completed,"Fox, Kelly and Ballard"
O110,C146,P085,2025-01-06 05:42:56,6,183.42000000000002,Canceled,Tran Inc
O110,C025,P045,2025-01-06 05:42:56,7,224.91000000000003,Canceled,Tran Inc
O111,C180,P030,2025-01-12 22:17:46,1,158.77,Canceled,Bauer LLC
O111,C046,P007,2025-01-12 22:17:46,8,2588.96,Canceled,Bauer LLC
O111,C021,P070,2025-01-12 22:17:46,6,1049.46,Canceled,Bauer LLC
O111,C171,P094,2025-01-12 22:17:46,1,395.98,Canceled,Bauer LLC
O112,C165,P024,2025-01-08 20:03:59,4,1879.56,Pending,"Robertson, Mccarthy and Harris"
O113,C034,P085,2025-01-02 05:24:30,7,213.99,Pending,Lowery-Rivera
O113,C054,P030,2025-01-02 05:24:30,4,635.08,Pending,Lowery-Rivera
O113,C068,P038,2025-01-02 05:24:30,1,444.9,Pending,Lowery-Rivera
O113,C002,P098,2025-01-02 05:24:30,10,4413.9,Pending,Lowery-Rivera
O114,C050,P085,2025-01-03 05:59:41,7,213.99,Completed,"Rogers, Sellers and Johnson"
O114,C045,P080,2025-01-03 05:59:41,4,42.76,Completed,"Rogers, Sellers and Johnson"
O114,C131,P048,2025-01-03 05:59:41,8,2711.84,Completed,"Rogers, Sellers and Johnson"
O114,C155,P033,2025-01-03 05:59:41,8,1131.76,Completed,"Rogers, Sellers and Johnson"
O115,C004,P072,2025-01-03 11:08:05,7,2958.1299999999997,Completed,White-Wright
O115,C170,P070,2025-01-03 11:08:05,4,699.64,Completed,White-Wright
O116,C060,P067,2025-01-11 22:56:23,7,3088.0499999999997,Pending,"Vazquez, Moore and Stephens"
O116,C062,P060,2025-01-11 22:56:23,5,608.1,Pending,"Vazquez, Moore and Stephens"
O116,C032,P069,2025-01-11 22:56:23,6,832.8000000000001,Pending,"Vazquez, Moore and Stephens"
O116,C034,P033,2025-01-11 22:56:23,3,424.40999999999997,Pending,"Vazquez, Moore and Stephens"
O117,C176,P016,2025-01-14 03:57:41,5,2153.15,Canceled,Morris-Collins
O117,C098,P044,2025-01-14 03:57:41,6,595.62,Canceled,Morris-Collins
O117,C155,P076,2025-01-14 03:57:41,1,375.79,Canceled,Morris-Collins
O118,C178,P082,2025-01-12 10:33:20,1,75.92,Completed,"Baker, Davis and Smith"
O118,C194,P098,2025-01-12 10:33:20,6,2648.34,Completed,"Baker, Davis and Smith"
O118,C036,P018,2025-01-12 10:33:20,1,313.69,Completed,"Baker, Davis and Smith"
O118,C125,P001,2025-01-12 10:33:20,1,274.88,Completed,"Baker, Davis and Smith"
O119,C142,P039,2025-01-04 04:00:05,2,769.26,Canceled,
O119,C122,P050,2025-01-04 04:00:05,5,173.55,Canceled,
O119,C047,P003,2025-01-04 04:00:05,5,1096.9,Canceled,
O120,C065,P029,2025-01-07 22:50:00,1,441.08,Pending,"Humphrey, Price and Miller"
O120,C130,P059,2025-01-07 22:50:00,9,1990.08,Pending,"Humphrey, Price and Miller"
O120,C016,P075,2025-01-07 22:50:00,4,1446.6,Pending,"Humphrey, Price and Miller"
O120,C149,P037,2025-01-07 22:50:00,6,2900.82,Pending,"Humphrey, Price and Miller"
O121,C071,P043,2025-01-08 02:40:40,6,2529.8999999999996,Completed,Gray-White
O122,C070,P028,2025-01-04 03:26:24,2,149.0,Completed,Wright Ltd
O123,C158,P012,2025-01-12 00:54:17,3,911.3399999999999,Completed,Walsh-Kim
O123,C099,P041,2025-01-12 00:54:17,1,483.02,Completed,Walsh-Kim
O123,C173,P085,2025-01-12 00:54:17,7,213.99,Completed,Walsh-Kim
O123,C173,P014,2025-01-12 00:54:17,9,1534.14,Completed,Walsh-Kim
O124,C130,P048,2025-01-14 01:44:45,6,2033.88,Canceled,Norris-Moreno
